,l_rate,drop,batch_size,n_units,T,target0,target1,target2,target3
0,0.650086015104856,0.3217359969984813,50,76,2063.9444358348846,1.001672283455943,0.612849343206613,0.9953415723751687,0.8782106565809044
1,0.40647197183752753,0.273117730700557,93,40,1081.5268976688385,1.0016724189705513,0.6133828260712562,0.9955033869058063,0.9149573583649014
2,0.7849563279304154,0.22266126453395932,99,63,1390.5777523517609,1.0016722864371692,0.6100057314260279,0.9953332688101691,0.8322613726917526
3,0.5128902617292418,0.39935153411445856,67,50,1605.5604040622711,1.0016723106248493,0.6296004557140512,0.992346252092086,0.9248453696356809
4,0.45548531667194797,0.22615362247998544,71,33,1346.583978652954,1.0016729406354108,0.6139077118393897,1.001395020535804,0.9747239685229517
5,0.7295137752364641,0.2566218783663688,72,48,1196.8720829486847,1.0016723077032479,0.6093577595264286,0.995151457431993,0.8392653877554674
6,0.12404470274610074,0.3236365180915571,107,66,1526.34672665596,1.001669024999796,0.6209122940873099,0.9956048461467912,0.8826634509080885
7,0.48640444085848084,0.2591164557340855,56,83,2235.739511013031,1.0016722739438448,0.6106447072377321,0.9898830819503591,0.7666018821947492
8,0.5187761381008373,0.2997246921087805,136,32,841.6078913211823,1.0016728321366726,0.6213506145571104,0.9964886987873139,0.9692804656294275
9,0.5606677906734733,0.28303967859979146,88,85,1655.7604987621307,1.0016722914615286,0.6156531947817394,0.9950872609002386,0.8116080951277277
10,0.37884324537475544,0.3531396731449932,128,42,1121.5695247650146,1.0016720268677854,0.6262396841654979,0.9960871348105975,0.9286863638743356
11,0.10479196865602003,0.24694083595310976,70,77,2104.7234115600586,1.0016709263025025,0.6101475501605056,1.0085578114241511,0.9382551563267073
12,0.37112788696050153,0.22558853149197966,105,89,1926.6668863296509,1.0016724649927304,0.6107332134851021,0.9945162839593789,0.8145359399796486
13,0.5738678823020068,0.20534628620584547,81,76,1507.0464119911194,1.001672285332128,0.6052137660340254,0.9951597371829594,0.8311449387861356
14,0.7770030185781946,0.3274818075939355,139,82,1645.7232975959778,1.0016723287984028,0.6106462196573967,0.9953583548131805,0.7959416780244434
